"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"431","Prosource Fit Dip Stand Station","Thick metal but wobbles","TravelMom","Excellent product overall. The metal tubing and base are solid and we have tested with weights from 100 lbs to 250 lbs. It was easy to assembly and move around. It has rubber on base for keeping it from sliding. Only marked down because it is wobbly, which doesn't bother anyone else. Rest of the family would give this 5 stars. Still highly recommend it.","Reviewed in the United States on 18 January 2024","4.5 out of 5 stars","Verified Purchase"
"432","Prosource Fit Dip Stand Station","Anchas y agarre demasiado grande","NeaG","Por partes:  Muy bien al precio que las compré, aunque todo el material de gym está pasadísimo de precio últimamente...  Calidad media-alta del acabado y los materiales, muy estables y robustas, aunque nosotros pesamos 60 y 75kg. En este rango de peso, ningún problema, ni se mueven. Más estables incluso que las de mi gimnasio PERO----> NO RECOMENDADO para personas personas bajitas o pequeñas (por ejemplo chicas, menos 1.70cm, etc...) salvo que estés cómod@ en posiciones y agarres muy abiertos.  A mí me quedan algo anchas (mido 1,70), en el límite de estar incómoda por la apertura, querría poder juntarlas más, pero no se puede. Tengo las manos relativamente pequeñas y no puedo cerrarlas al rededor de la barra ni por asomo, es muy gruesa.  Mi pareja tampoco puede cerrarlas completamente, pero al tener la mano más grande, no está tan incómodo. Como también es más ancho de espalda y hombro, la separación entre las barras (al mínimo) es correcta para él.  Teniendo ésto en cuenta, SI LAS RECOMIENDO, sobre todo para hombres más grandes, creo que aguantarían sin problema 90-100kg, son muy buenas.  Creo que están pensadas para tíos de dos metros, digo yo, porque que al mínimo un tío de 1,80 vaya justo...no sé señores...","Reviewed in Spain on 18 October 2022","4.0 out of 5 stars","Verified Purchase"
"433","Prosource Fit Dip Stand Station","公園の柵","雑魚りゃんせ","見た目通り、公園の柵です。近所の公園で柵が紛失したら、これを持っている私が泥棒と疑われること間違い無しの柵具合です。太さも高さも大きさも公園の柵なので、手の小さな人や握力の弱い人は最初のうちは使いにくいと思うかもしれませんが、トレーニングを続けて強靭な肉体を獲得すれば問題ありません。誰だってはじめの一歩は思い通りにいかないものです。学校の机のように足がガタつくので、少し厚めのマットを下に敷いて利用すると安心です。面倒くさがりの私は折り畳んだバスタオルを噛ませて利用しています。普段は車両の進入を阻止したい場所に置いておくこともできて一石二鳥です。（やったことはありません）自宅で気軽にディップスやローなどができて最高です！","Reviewed in Japan on 24 December 2022","4.0 out of 5 stars","Verified Purchase"
"434","Prosource Fit Dip Stand Station","しっかりしていてすごくいい","虎穴に入らずんば","購入してから一週間が経ちました。今までは週に二三日、筋トレをしていましたが、これを買ってからはほぼ毎日筋トレをするようになりました。ディップスは肩や胸にすごく良く効くみたいです。使用後に爽快な疲労感がありこれがたまりません。斜め懸垂もけっこう効きます。今まではジムに通っていたのですが、これとベンチのお陰でジムに通う必要がなくなり、毎月の会費が浮くことになりました。これは想定していなかったのですごく嬉しいです。これを買ったことで毎日筋トレができるようになり、なおかつ節約にもなったというすごく良い買い物でした。","Reviewed in Japan on 13 May 2023","4.0 out of 5 stars","Verified Purchase"
"435","Prosource Fit Dip Stand Station","La simetria brilla por su ausencia","Néstor","Están bien. Teniendo en cuenta que hay un porron iguales de diferenres marcas (todas chinas) entre 50 y 80 euros, mejor comprar estas que son las más baratas (Me costaron 50). Son sólidas pero traquetea un poco al hacer los fondos porque no deben estar perfectamente niveladas, pero es tan leve que no afecta al ejercicio a menos que seas un psicópata de la perfección. Lo ridículo del producto es que no son iguales ambas barras, una es más grande que la otra (como puedes ver en la foto), se ve que se la pelan los controles de calidad.Por lo demas bien, quitando los problemas evidentes de diseño, a lo que el ejercicio se refiere funcionan correctamente como cualquier otras barras para fondos básicas. La barra para unir las 2 en uno no la veo necesaria, con o sin ella no siento ninguna diferencia pesando 80kg, asi que mejor sin ella para que sea más cómodo guardarlas.","Reviewed in Spain on 19 December 2023","5.0 out of 5 stars","Verified Purchase"
"436","Prosource Fit Dip Stand Station","Advantage of being joined together","Néstor","These are heavy duty and stable. no worries about them shifting on you unless you are perhaps 250+ pounds plus. Even then as long as you use them right shouldn't be a problem. I have them at home and bought a second pair to take to my vacation home. Good value.","Reviewed in Canada on 2 August 2023","3.0 out of 5 stars","Verified Purchase"
"437","Prosource Fit Dip Stand Station","Excelnte calidad","johnsmith09","Excelente calidad y precio","Reviewed in Mexico on 17 January 2024","3.0 out of 5 stars","Verified Purchase"
"438","Prosource Fit Dip Stand Station","色もカワイイ","Carlos Gil","これとケトルベルあればどこでも全身運動出来ます","Reviewed in Japan on 13 April 2023","5.0 out of 5 stars","Verified Purchase"
"439","Prosource Fit Dip Stand Station","Perfect for home workout.","はちみつ酒","The media could not be loaded.
                
            
                
            
            
        
    
    
 Exactly what I expected from this. It is a solid quality build, with a good thick paint job.It's stable when connected via connecting rod where you can do horizontal training like front levers, dips, inverted rows.If you're looking for parallel bars, this is the best value for the money! 💪","Reviewed in Canada on 16 June 2023","5.0 out of 5 stars","Verified Purchase"
"440","Prosource Fit Dip Stand Station","Excelente producto","Everyday Reviews","Excelente producto, lo volvería a comprar fácil de armar y el precio lo vale","Reviewed in Mexico on 17 November 2023","5.0 out of 5 stars","Verified Purchase"
"441","Prosource Fit Dip Stand Station","Convenient","Ian","Its a very convenient product to have. It does take some space but I never miss a workout. Built well and I’ve never felt scared to use or had a feeling that it wouldn’t hold my weight. Here and there when I’m close to failing there is some wobbles but it does not feel like it’ll break. I do recommend this product if you need to workout and don’t have time for a gym definitely add it to your collection.","Reviewed in the United States on 26 November 2023","4.5 out of 5 stars","Verified Purchase"
"442","Prosource Fit Dip Stand Station","Bastante mediocres y con fallos","Rafa","Relación calidad precio malo para mi gusto, por un poco más creo que puedes conseguir cosas mejores, son las segundas barras que tengo y están muy lejos de la calidad de otras valiendo no mucho menos.Tiene fallos que son impensables para el precio que tiene como por ejemplo que una sea más grande que otra, una de ellas es inestable y es molesto y ruidoso porque al usarlo tiembla si no le pones algo debajo y el agarre para mi gusto muy ancho y que tenga como una especie de goma en mitad de unos pocos centímetros lo veo totalmente innecesario y molesto para algunos ejercicios.Creo que no revisan lo que fabrican la verdad....","Reviewed in Spain on 4 November 2023","5.0 out of 5 stars","Verified Purchase"
"443","Prosource Fit Dip Stand Station","Falta Estabilidad","SAN","Falta Estabilidad","Reviewed in Spain on 19 December 2023","3.0 out of 5 stars","Verified Purchase"
"444","Prosource Fit Dip Stand Station","グラグラ感がある","たくぞ","付け方が合っていないのか、スタビライジングコネクターが浮いてるような感じになります。トレーニングしようと思えばできそうですが、不安があります。","Reviewed in Japan on 10 February 2024","2.0 out of 5 stars","Verified Purchase"
"445","Prosource Fit Dip Stand Station","Buen producto","たくぞ","Resistente, de buen material, llegó antes de la fecha que marcaba.","Reviewed in Mexico on 13 December 2023","3.0 out of 5 stars","Verified Purchase"
"446","Prosource Fit Dip Stand Station","Don't be on the fence!","Alejandro S","I got it for 60 dollars! It's definitely worth the purchase. Using it feels pretty good doing weighted dips and inverted rows while being sturdy as long as you use common sense.","Reviewed in the United States on 6 January 2024","3.0 out of 5 stars","Verified Purchase"
"447","Prosource Fit Dip Stand Station","It seems sturdy but quite wobbly","Nam","The design and materials are good. But it is wobbly which is not safe. Not recommend.","Reviewed in Canada on 9 January 2024","5.0 out of 5 stars","Verified Purchase"
"448","Prosource Fit Dip Stand Station","ネジ穴の不具合","Nam","他の方のレビューにも書かれているが、セーフティーコネクトのネジが最後まで入らなかった。ネジ穴の一部が隆起してつっかえているもよう。安定感を求める人は、違う構造の商品を検討した方がいいかもしれない。","Reviewed in Japan on 20 October 2023","5.0 out of 5 stars","Verified Purchase"
"449","Prosource Fit Dip Stand Station","Buen par para varios ejercicios","Tracy","Lo que me gustó es que se puede hacer varios ejercicios con ella fondos,dominadas Australiana,flexiones,flexiones asistidas flexiones elevadas ,dominadas asistidas a una mano,incluyendo también progresiones para full planche ,l-sit ,hefesto.Aunque el hefesto y el full planche se necesita tener buena estabilidad al principio incómoda debido a que en las barras se tambalea y es difícil hacerlo.Es fácil armarlo y desarmarlo cuando voy al parque. Aunque es verdad que nunca se debe de apretar de más las tuercas porque estás pueden barrerse con el tiempo o romperse.Deben de apretar lo justoTambién comento los que publican que las barras son gruesas son una incomodidad .Aconsejo que ejerciten primero los antebrazos para tener fuerza en ellas ya que nunca podrán realizar dichos ejercicios si no tienen fuerza en las manos para realizar inclusive dominadas y lo fondos .Lo otro es que solo mide 1.50 cm de alto  que es lo maximo que llega las barras lo que si es verdad no lo adquieran las personas altas de 1.70cm para arriba ya que se golpearan las rodillas solo es para personas enanas como yo que soy de 166cm.que es perfecto pues obvio que no toco el suelo con mis rodillas del suelo y si insisten en adquirirlo. bueno tendrán que subirlos con un par de libros para compensar la altura que necesitan para realizar dichos ejercicios como el hefesto y fondos.","Reviewed in Mexico on 25 May 2022","5.0 out of 5 stars","Verified Purchase"
"450","Prosource Fit Dip Stand Station","Bent and unsteady, but workable","パンチョ","I bought this to do pull ups in a lying down position to strengthen my back after an injury. It’s not easy to adjust the height so that’s a draw back (it’s screwed together), but I won’t be changing heights until I increase in strength which will take some time. My chief complaint is that one of the bars sits flat, no unsteadiness while the other bar is uneven and shakes. I put a shim underneath to even it out so I made it work for me. It’s a pain to take it apart, put it back and return for another that potentially will have the same manufacturing problem, so I’m just dealing with it. Other than that it seems solid and does the job. That’s my experience so far.","Reviewed in the United States on 7 November 2022","3.0 out of 5 stars","Verified Purchase"
"451","Sunny Health & Fitness Twisting Stair Stepper Machine","Twist-Stepper- so wie gewünscht","B. Fletcher","Why does the computer not go back to nil? Unless I remove the batteries it keeps counting from one day to the next.The stick handle seems quite wobbly.It was easy to put together,  I watched the Utube video, thankyou to who suggested that.","Reviewed in Australia on 29 December 2023","4.3 out of 5 stars","Verified Purchase"
"452","Sunny Health & Fitness Twisting Stair Stepper Machine","Es eficiebte y tecnica","Elli23","Meine Mutter wollte einen Twist-Stepper wie ich ihn habe- dieser hat die gleiche größere Bewegung zu den Seiten und nicht nur wenige Zentimeter zur Seite wie andere Geräte, Super! Da mein in die Jahre gekommener Stepper seit ein paar Tagen nicht mehr richtig funktioniert, habe ich ihn gleich noch ein zweites Mal gekauft.","Reviewed in Germany on 2 October 2023","3.0 out of 5 stars","Verified Purchase"
"453","Sunny Health & Fitness Twisting Stair Stepper Machine","Amazing product","Antonio s.","Antes de comprar el aparato he leido miles de reseñas de esta y otras maquinas parecidas, mi conclusion despues de 6 meses es el siguiente.Es una maquina que funciona con dos hidraulicos lo cual significa que estos tienen una vida util diferente al resto de la maquina, pero estos pueden ser reparados o remplazados, aunque por el pequeño precio que tiene la maquina en si no creo que valga la pena, para que estos hidraulicos funcionen bien y tengan una vida util larga es importante mantenerlos bien, lo mas importante es evitar que estos lleguen a calentarse mucho o esten en funcionamiento mucho tiempo a una temperatura alta, por dentro tienen un aceite especial que es la que se calienta y pierde sus propiedades, la mejor forma para que no se caliente es o utilizarlos en tramos cortos de unos 15 min y dejarlos enfriar o utilizar un sistema de enfriamiento para que no se caliente tanto, un sistema simple consistiria en un ventilador a la altura del suelo o ventilacion cruzada; ya sea cerca de una puerta al exterior o aire acondicionado en la estancia. En invierno o en un clima frio seria suficiente para que no se calentara tanto, aun asi sienpre es mejor usarlos periodos cortos 15 o 20 min y dejar que se enfrie. Si dejamos que se caliente mucho y lo hacemos de forma prolongada lo que sucedera es que el haceide pierda sus propiedades mas rapido de lo normal y el hidraulio deje de funcionar. Estos consejos es para que dure mas tiempo de ll que puede durar sin mantenimiento que ya es vastante, calculo que usandola cada dia 30 min su vida seria de 2 años como mucho.Teniendo en cuenta lo anterior evitaremos que nos salgan ruidos antes de lo normal.Y una vez dicho esto sobre la maquina para hacer ejercicios es muy buena, es una maquina muy basica y muy funcional, simula que subamos escalones, de echo notaremos presion en los musculos por encima de las rodillas tal cual como cuando subimos escaleras de forma continuada, un ejercicio por cierto muy completo ya que si se ejecuta bien se ejercita casi todo el cuerpo.He leido comentarios de que hay a personas  que no se les suve el nivel de pulsaciones, pues me cuesta mucho creer que sea asi, yo cuando llevo mas de 5 minutos noto que me cuesta respirar y que mi corazon aumenta sus latidos.Soy una prueba de que la maquina quema calorias pues a 800 calorias a lo largo de dia que uso la maquina en este periodo he perdido vasta te peso claro esta que intentando comer sano pero no deja de ser una maquina que puede remplazar una caminara.La maquina a los meses empieza a hacer ruido de sus hidraulicos pero no es muy molestoos ni nada malo es algo normal no deja de ser una maquina con un sistema mecanico, como el resto de maquinas que tambien lo hacen ya sea bicicletas cintas etc...Si quieres perder peso y o hacer ejercicio en casa esta es una maquina calidad precio efectiva.","Reviewed in Spain on 25 September 2023","5.0 out of 5 stars","Verified Purchase"
"454","Sunny Health & Fitness Twisting Stair Stepper Machine","Parfait","Kayla","I love the fact it’s so compact and can fit somewhere without taking up major space. Not only that but it’s an amazing work out and something you can do even if you’re not active often which I’m not since a bad accident.","Reviewed in Canada on 3 January 2024","5.0 out of 5 stars","Verified Purchase"
"455","Sunny Health & Fitness Twisting Stair Stepper Machine","Excelente","Desvergnes","Bon produit et de bonne qualité","Reviewed in France on 10 December 2023","5.0 out of 5 stars","Verified Purchase"
"456","Sunny Health & Fitness Twisting Stair Stepper Machine","Had to send it back","Laura M.","Ideal para espacios pequeños y para ejercitarte, material muy resistente y fácil de ensamblar","Reviewed in Mexico on 9 November 2023","5.0 out of 5 stars","Verified Purchase"
"457","Sunny Health & Fitness Twisting Stair Stepper Machine","Ottimo","Caroline Jane Bosworth","Made my knees really bad  it did not work out for me","Reviewed in the United Kingdom on 10 February 2024","5.0 out of 5 stars","Verified Purchase"
"458","Sunny Health & Fitness Twisting Stair Stepper Machine","日本語の組み立て説明書がなくても平気な人向け","Gianpiero","Bello massiccio e pesante, facilissimo da montareSoddisfatto","Reviewed in Italy on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"459","Sunny Health & Fitness Twisting Stair Stepper Machine","Easy to use and effective","メタル・グゥルー","安いですが、作りはとてもいいと思います。ペダルを踏み込むにはそれなりに力が要るので、普通にテクテク歩けるぐらいの人じゃないと使うのは厳しいと思いますので、そこは要注意でしょうね（踏み込む高さを調節する機能はありますが、踏み込みにかかる力は同じぐらいの印象）。ただし、日本語の組み立て説明書がないのはマイナス。当方は英語で書かれた図面を見てなんとなくで組み立てられましたが、図面に馴れてない人は困ると思います。メーカーは単にモノを売るだけでなく、こういう健康器具を必要とする高齢者のことを考えてあげてください。販売地域に対応した説明書1枚作る手間を惜しんではもったいないですよ。せっかく良いものを作ってもこれでは拒まれます。（ちなみにウェブサイトに日本語の説明書があるとかいう説明が中に入っているのですが、サイトにアクセスしてPDFを開いてみると説明書ではないというマヌケぶり）","Reviewed in Japan on 27 September 2023","5.0 out of 5 stars","Verified Purchase"
"460","Sunny Health & Fitness Twisting Stair Stepper Machine",NA,"Norma Yuliani","It's easy to use and effective","Reviewed in Singapore on 26 February 2023","4.0 out of 5 stars","Verified Purchase"
"461","Sunny Health & Fitness Twisting Stair Stepper Machine","Funciona correctamente.","Marcelo J.","Todo muy bien, fácil de armar.","Reviewed in Mexico on 24 July 2023","4.3 out of 5 stars","Verified Purchase"
"462","Sunny Health & Fitness Twisting Stair Stepper Machine","Comodo da usare","Franco 76","E’ piaciuto a mia che lo usa da esperta ogni giorno","Reviewed in Italy on 21 January 2024","5.0 out of 5 stars","Verified Purchase"
"463","Sunny Health & Fitness Twisting Stair Stepper Machine","I'm pleasantly surprised!","Daniel Torres","Originally, I was browsing for a treadmill, but I really wanted something that would develop stronger muscles for walking uphill or step climbing (a few months ago I walked the length of the Grand Canyon,  rim to rim, and I want to stay in shape for the next trip). When I read the reviews for this piece of equipment, I was still slightly undecided about it, but I chose to take the risk.I've only had it for three days. I am 5' 11"", 205 lbs., and 69 years old.I had no problems putting it together; the base comes already assembled. The only assembly needed is with the vertical upright. I was very careful with the assembly instructions, and it took about 30 minutes to set up. But I went very slow. The equipment is made in China (imagine that!), so the instructions lack proper English, but they're manageable. The front of the base has a knob that will adjust the tension. The stepper makes very little noise; it's hardly noticeable.The base is approximately 18"" by 18"".Also, there's nothing to plug in.Before ordering, I thought that the handle would be too low for me, but it's the perfect height. I have mine set at optimum height (same as in the picture in the ad).Initially, I only took about 50 steps, and I was already breathing hard, so I got some rest. I felt that my leg muscles were receiving the exercise that I was looking for. Three days later, I'm doing 200 steps and then stopping. The air cylinders get pretty warm. I check the stepper every time I get off of it, looking for damage or anything loose. So far, everything is fine.I've also discovered an added bonus: I can place my hands on the bottom horizontal part of the handle (grip tighly) and slightly lean forward while stepping. As I take the steps, I slightly push up on my upper body with my arms, causing my biceps, triceps, and chest muscles to also get a workout, along with my legs. I just have to be careful not to lean forward too much, so I won't fall frontwards. So be very careful with this.As mentioned above, I've only had this equipment for three days. But so far, I am pleasantly surprised. Turns out that it was exactly what I wanted. And the price is very reasonable.UPDATE: I've had this stepper for almost 8 weeks. I have worked up to 3,000 steps a day. However, when I get near 700 steps, it begins to squeal. I've used different lubricating sprays, but the noise is still annoying. I finally found something that works: I place a small fan on the floor, directly in front of the red tension knob of the stepper. This cools down the bottom area, and that eliminates the noise.I'm still satisfied with the purchase.","Reviewed in the United States on 8 January 2023","5.0 out of 5 stars","Verified Purchase"
"464","Sunny Health & Fitness Twisting Stair Stepper Machine","Super costaud","Nat","Excellent appareil de qualité. N'ecoutez pas les commentaires qui disent que ce n'est pas pour ceux qui ne font pas de sport !!! Faut bien commencer par qque chose et cet appareil compact est idéal.Je vais m'eclater avec de la bonne musique de plus il est silencieux vous pouvez même en faire la nuit sans déranger vos voisins ✌️","Reviewed in France on 2 October 2023","5.0 out of 5 stars","Verified Purchase"
"465","Sunny Health & Fitness Twisting Stair Stepper Machine","Works well and easy to put together","Nat","Assembly of this is not as difficult as putting together an IKEA product, and they give you all the components to do so.  I was hesitant to buy after reading some of the reviews of the stepper failing after a few months. If it does, I will update the review, but it’s been a week and it works well.  One caveat: if you are a Canadian customer, you aren’t covered by the warranty.  The main handlebar and adjustment knob did not thread together, so I contacted Sunny customer support via email.  They always responded within 24 to 48 hours.  They shipped me replacement parts for free, but I did have to pay for shipping.  That was $55 CAD.  However, they told me that Amazon would likely cover that cost within 90 days of original purchase date.  I contacted Amazon support by phone, and they did refund me back on my original form of payment the shipping cost (without needing the invoice).  But, you only have 90 days to do that.  Even though two of the parts did not fit together (handlebars), I could use the machine until the replacement was sent, and it was an easy process to do it.  It would not deter me from buying another Sunny product in the future. Overall, I’m happy with the purchase.","Reviewed in Canada on 22 March 2023","5.0 out of 5 stars","Verified Purchase"
"466","Sunny Health & Fitness Twisting Stair Stepper Machine","Preis/Leistung sehr gut","E. OBrien","Stabil, kaum Geräusche=> empfehlenswert","Reviewed in Germany on 10 September 2023","5.0 out of 5 stars","Verified Purchase"
"467","Sunny Health & Fitness Twisting Stair Stepper Machine","Easy to assemble and sturdy to use","Alexandra Preuß-Schneider","Easy to assemble and it really feels sturdy when put together so it encourages you to use it.Must admit we’ve got it setup so the iPad is just in front and use a YouTube video for watching during the walk out","Reviewed in the United Kingdom on 17 November 2023","4.0 out of 5 stars","Verified Purchase"
"468","Sunny Health & Fitness Twisting Stair Stepper Machine","Muy efectivo","Mr. R. Ray","Funciona estupendamente. Fácil de montar. Mejor de lo que esperaba! Además con un poco de constancia se notan los efectos muy rápido. Calidad-precio más que aceptable. Totalmente recomendable.","Reviewed in Spain on 21 July 2023","5.0 out of 5 stars","Verified Purchase"
"469","Sunny Health & Fitness Twisting Stair Stepper Machine","日本語の取説が欲しい","patricia","▲日本語の取説がないことが残念　梱包は厳重で雑(返送品の再梱包かも)　△組立にコツが必要(プラスティック玄翁で叩き込む)、無事組立ったので合格◯足回りは安定で、ハンドル付きは疲れてきた時のふらつき対策にとても有用","Reviewed in Japan on 18 July 2023","5.0 out of 5 stars","Verified Purchase"
"470","Sunny Health & Fitness Twisting Stair Stepper Machine","Good build quality","YA","Had a problem with the activity monitor, eventually found the problem and resolved it myself.","Reviewed in the United Kingdom on 29 January 2024","5.0 out of 5 stars","Verified Purchase"
"471","Sunny Health & Fitness Twisting Stair Stepper Machine","Where has this been all my life?","Marick","This is the most amazing little stepper machine. Manual instructions never make sense to me, but once I figured out where all the bolts went it was a breeze to assemble. I'm about 135 pounds/5'8"" tall and this machine has no problem remaining sturdy with about a 10 minute workout. I need core exercise or I suffer from sciatica real bad. I've only been using this stepper for a few days and already it has strengthened my lower back, and even sorted out a recurring issue I've had with my right knee for over 30 years. It does a great job tightening the muscles and is easy to use. I think with the ""twisting"" motion it somehow realigns the skeletal system, aiding in reducing aches and pains. I'd highly recommend this stepper to anyone who's been thinking about it, but not sure if they should spend the money on it or not. Worst case scenario, return it. Otherwise I think most people will be very happy with this equipment.","Reviewed in Canada on 23 February 2023","4.3 out of 5 stars","Verified Purchase"
"472","Sunny Health & Fitness Twisting Stair Stepper Machine","Step","elena","Ottimo pratico e funzionante , sconsiglio a chi non fa sport perché può risultare molto duro per chi non ha le gambe allenate","Reviewed in Italy on 26 September 2023","5.0 out of 5 stars","Verified Purchase"
"473","Sunny Health & Fitness Twisting Stair Stepper Machine","部品がない","Kim","どう探しても部品がない","Reviewed in Japan on 7 January 2024","4.0 out of 5 stars","Verified Purchase"
"474","Sunny Health & Fitness Twisting Stair Stepper Machine","Una opción inteligente","Kim","He tenido ya una escaladora más barata. Sin embargo fue una mejor opción comprar la marca SUNNY, puedo hacer un real ejercicio por la resistencia que puedes regular, además es mucho más sólida y cómoda.","Reviewed in Mexico on 2 December 2023","1.0 out of 5 stars","Verified Purchase"
"475","Sunny Health & Fitness Twisting Stair Stepper Machine","Simple mais bancale","Juba","Pas très stable et pénible à monter, mais pour le prix ça passe .","Reviewed in France on 31 January 2024","1.0 out of 5 stars","Verified Purchase"
"476","Sunny Health & Fitness Twisting Stair Stepper Machine","nicht wirklich was für männer vor allem für grössere","MaxCindy","die bedienungsanleitung war super einfach , die ware gut verpackt aber wenn man über 180 ist ist die stangen höhe samt griff zu niedrig und das ding ist eher für zarte frauen gedacht , die figurbetont sich abmühen und eh schon normal gewicht haben ok, ansonsten wackelt die stange schon . also wenn es massiver sein soll, würde ich was anderes nehmen....... ansonsten ok","Reviewed in Germany on 11 December 2023","4.0 out of 5 stars","Verified Purchase"
"477","Sunny Health & Fitness Twisting Stair Stepper Machine","Buena relación calidad-precio","GÜNTER RUPPRECHT","Muy buen aparato que simula subir y bajar peldaños de escalera. No le doy las 5 estrellas porque porque sólo admite 15 minutos continuos de ejercicio, después se debe dejar reposar un mínimo de 1 hora.","Reviewed in Spain on 13 December 2023","3.0 out of 5 stars","Verified Purchase"
"478","Sunny Health & Fitness Twisting Stair Stepper Machine","Exercice pour les genoux","Cliente Amazon","J'ai été opérée  au genou, comme je ne pouvais pas faire de bicycle, cet exercice fait vraiment merveille pour renforcer les muscles et le genou, et en tenant son dos droit il est excellent pour  les muscles du bas du dos. Je le recommande pour tous mais surtout ceux qui se sont fait changer le genou","Reviewed in Canada on 30 January 2024","4.0 out of 5 stars","Verified Purchase"
"479","Sunny Health & Fitness Twisting Stair Stepper Machine","wie erwartet","Sylvie","alles ok","Reviewed in Germany on 25 January 2024","4.0 out of 5 stars","Verified Purchase"
"480","Sunny Health & Fitness Twisting Stair Stepper Machine","Excelente","neubayer","Tuve mis dudas por algunos comentarios,  pero la verdad es un buen producto, muy facil de armar y funciona a la perfección.  Llevo unos meses con el y no se le ha aflojado nada. Lo recomiendo ampliamente.  😄","Reviewed in Mexico on 16 January 2023","5.0 out of 5 stars","Verified Purchase"
"481","Sunny Health & Fitness Twisting Stair Stepper Machine","Recommend","YourTurnNow","Great exerciser. Handlebars good for beginners who need to balance. Crank up the tunes and go for it - work up gradually if not fit. You can do it. Just pop on before showering. Set an alarm to remind you.Don't put mad expectations on yourself 10 mins a day to start and work up to 10000 steps GRADUAL.Your road to fitness is one step away...","Reviewed in the United Kingdom on 20 July 2023","4.3 out of 5 stars","Verified Purchase"
"482","Sunny Health & Fitness Twisting Stair Stepper Machine","Très bien","Catherine","Facile à monter et très efficace pour  faire du sport à domicile","Reviewed in France on 1 September 2023","5.0 out of 5 stars","Verified Purchase"
"483","Sunny Health & Fitness Twisting Stair Stepper Machine","Muy practico","Anna","Muy buena calidad-precio, buen material y es fácil de usar, buena compra","Reviewed in Spain on 14 October 2023","5.0 out of 5 stars","Verified Purchase"
"484","Sunny Health & Fitness Twisting Stair Stepper Machine","Good for the money","MICHAEL R MARTIN","Perfect for mini work outs while watching tv. Gets my butt off the sofa. Not my primary means of exercise but getting in a couple of hundred steps while watching tv keeps me from being too sedentary in the evenings. Helps with my digestion too just getting upright. Not too heavy to move and place against a wall while not in use. The handle is nice to keep balanced while stepping but it is a little wobbly. The step counter works nicely. It will start squeaking when it warms up but it's not too annoying. Again, not going to be my primary cardio but completely fits the bill for breaking up prolonged sofa lounging especially during football season.","Reviewed in the United States on 15 January 2024","5.0 out of 5 stars","Verified Purchase"
"485","Sunny Health & Fitness Twisting Stair Stepper Machine","Facile utilizzo","beatrice guarato","Facile da montare e da utilizzare. Piuttosto faticoso se alle prime armi. Ho deciso per il momento di non montare il manubrio per essere più comoda nello spostarlo visto che non pesa poco.","Reviewed in Italy on 27 November 2023","5.0 out of 5 stars","Verified Purchase"
"486","Sunny Health & Fitness Twisting Stair Stepper Machine","梱包状態と取り扱い、組立説明書","日原幸子","製品は箱の中にぐちゃぐちゃになって梱包されており、一瞬使い古し後の再梱包状態と思わせるようなものが入っていました。部品等の傷はなかったが、開梱する人の目線で梱包を考えたほうが良いのではないか取説に日本語表記が無く不便、日本市場で販売をするなら日本語ガイドは必要でしょう。最近、電子部品、小物など購入にあたり、中国製の品質は良くなったと思っていたが、この製品を購入し品質にまた疑問を抱いています。","Reviewed in Japan on 16 October 2023","5.0 out of 5 stars","Verified Purchase"
"487","Sunny Health & Fitness Twisting Stair Stepper Machine","Piccoli suggerimenti","Paolo blind reviewer","L’apparecchio risulta solido e robusto, abbastanza efficente; un suggerimento per quando si deve fissare l’asta del manubrio, una volta raggiunta l’altezza desiderata e fissata la manopola nel foro di fissaggio, stringetela forte ma mentre la ruotate dondolate l’asta in piu direzioni. Vedrete che risultera ben fissata e piu stabile","Reviewed in Italy on 20 October 2023","1.0 out of 5 stars","Verified Purchase"
"488","Sunny Health & Fitness Twisting Stair Stepper Machine","Zu schwergängig für Senioren","Simon A","Leider lässt sich der Widerstand nur ungenügend variieren und der Stepper ist für Senioren zu schwergängig. Wir konnten das Gerät nicht verwenden.","Reviewed in Germany on 27 October 2023","5.0 out of 5 stars","Verified Purchase"
"489","Sunny Health & Fitness Twisting Stair Stepper Machine","Excelente aparato de ejercicio","Luis G.","Excelente aparato para hacer escaladora está muy compacto y está muy bien construido recomendable","Reviewed in Mexico on 24 November 2022","3.0 out of 5 stars","Verified Purchase"
"490","Sunny Health & Fitness Twisting Stair Stepper Machine","steppter est trop dur","Client d'Amazon","le steppter est trop dur même réglé au minimum. Pas adapté au sénior","Reviewed in France on 16 February 2024","5.0 out of 5 stars","Verified Purchase"
"491","Sunny Health & Fitness Twisting Stair Stepper Machine","Good 15 minutes workout","Jennifer","Good 15 minutes workout.","Reviewed in the United Kingdom on 11 December 2023","4.3 out of 5 stars","Verified Purchase"
